o,d,data_share,predicted_share,abs_residual,rel_residual
10.0,2.0,0.0004498706000000001,0.0004498705999999973,-2.8189256484623115e-18,-6.266081065227003e-15
10.0,3.0,0.0006296704500000017,0.0006296704499999985,-3.2526065174565133e-18,-5.165569572871817e-15
10.0,4.0,0.0005571993000000008,0.0005571992999999979,-2.927345865710862e-18,-5.253678290175271e-15
10.0,5.0,0.0003728066800000016,0.00037280667999999934,-2.2768245622195593e-18,-6.107252590590784e-15
10.0,6.0,0.0010573565000000014,0.0010573564999999951,-6.288372600415926e-18,-5.947258659133336e-15
10.0,7.0,0.000609428450000001,0.0006094284499999974,-3.577867169202165e-18,-5.8708568154344595e-15
10.0,8.0,0.0011112224000000015,0.001111222399999995,-6.5052130349130266e-18,-5.854105384226432e-15
10.0,9.0,0.0004290514000000001,0.0004290513999999975,-2.6020852139652106e-18,-6.064740061366097e-15
10.0,10.0,0.8884423399999999,0.8884423399999954,-4.440892098500626e-15,-4.998514702147836e-15
10.0,11.0,0.0046597752000000206,0.004659775199999992,-2.862293735361732e-17,-6.142557553767227e-15
10.0,12.0,0.0006454689400000008,0.0006454689399999968,-3.903127820947816e-18,-6.0469645850779615e-15
10.0,13.0,0.0029143293000000047,0.002914329299999987,-1.7780915628762273e-17,-6.101203329617639e-15
10.0,14.0,0.0033581825000000044,0.0033581824999999814,-2.2985086056692694e-17,-6.84450176745685e-15
10.0,15.0,0.0007227261700000011,0.0007227261699999975,-3.577867169202165e-18,-4.9505155862865176e-15
10.0,16.0,0.0013667333000000003,0.0013667332999999918,-8.456776945386935e-18,-6.187583887351638e-15
10.0,17.0,0.0011656326000000035,0.001165632599999996,-7.37257477290143e-18,-6.324955884814313e-15
10.0,18.0,0.0012772987000000023,0.0012772986999999949,-7.37257477290143e-18,-5.772005227047845e-15
10.0,19.0,0.0007798422600000022,0.000779842259999998,-4.228388472693467e-18,-5.422107379373689e-15
10.0,20.0,0.002036705600000002,0.0020367055999999896,-1.2576745200831851e-17,-6.1750432663571205e-15
11.0,1.0,0.0027535332000000025,0.0027535331999999856,-1.691355389077387e-17,-6.142491360109206e-15
11.0,2.0,0.002178114400000003,0.0021781143999999894,-1.3444106938820255e-17,-6.172360340127331e-15
11.0,3.0,0.001835618900000005,0.0018356188999999936,-1.1492543028346347e-17,-6.260854596967985e-15
11.0,4.0,0.0024100507000000006,0.0024100506999999854,-1.5178830414797062e-17,-6.298137385573282e-15
11.0,5.0,0.003608864000000005,0.0036088639999999825,-2.2551405187698492e-17,-6.248893055459685e-15
11.0,6.0,0.0009725685800000013,0.0009725685799999954,-5.854691731421724e-18,-6.0198240533554105e-15
11.0,7.0,0.002197131300000006,0.002197131299999992,-1.3877787807814457e-17,-6.316321563401522e-15
11.0,8.0,0.002496483300000003,0.002496483299999988,-1.5178830414797062e-17,-6.0800848997455915e-15
11.0,9.0,0.003507840200000005,0.0035078401999999844,-2.0816681711721685e-17,-5.93433010766045e-15
11.0,10.0,0.0030899164000000048,0.0030899163999999857,-1.9081958235744878e-17,-6.175558094628336e-15
11.0,11.0,0.87948465,0.87948465,0.0,0.0
11.0,12.0,0.0020609293000000005,0.002060929299999988,-1.2576745200831851e-17,-6.102463195041115e-15
11.0,13.0,0.0015088745000000003,0.001508874499999991,-9.324138683375338e-18,-6.1795322827546865e-15
11.0,14.0,0.003177488,0.0031774879999999805,-1.951563910473908e-17,-6.141845100513072e-15
11.0,15.0,0.0025787223000000004,0.002578722299999985,-1.5612511283791264e-17,-6.0543592785432e-15
11.0,16.0,0.0033089931000000053,0.003308993099999986,-1.951563910473908e-17,-5.897757570041185e-15
11.0,17.0,0.0017859467000000027,0.001785946699999992,-1.0625181290357943e-17,-5.9493272057659544e-15
11.0,18.0,0.004857403200000008,0.004857403199999977,-3.0357660829594124e-17,-6.249771653626381e-15
11.0,19.0,0.0033683879000000042,0.0033683878999999834,-2.0816681711721685e-17,-6.180013208016114e-15
11.0,20.0,0.005838399300000016,0.00583839929999998,-3.642919299551295e-17,-6.239585736370043e-15
12.0,1.0,0.002614003400000007,0.002614003399999983,-2.3852447794681098e-17,-9.12487252108434e-15
12.0,2.0,0.011660539000000013,0.011660538999999909,-1.0408340855860843e-16,-8.926123274285031e-15
12.0,3.0,0.0020156129999999994,0.0020156129999999795,-1.9949319973733282e-17,-9.897395965263811e-15
12.0,4.0,0.0027167129000000086,0.002716712899999984,-2.47198095326695e-17,-9.099161539178256e-15
12.0,5.0,0.01680323900000003,0.016803238999999876,-1.5265566588595902e-16,-9.084895232755944e-15
12.0,6.0,0.0008550402700000015,0.0008550402699999934,-8.023096076392733e-18,-9.383296153282603e-15
12.0,7.0,0.008837371100000024,0.008837371099999946,-7.806255641895632e-17,-8.833232817274824e-15
12.0,8.0,0.011321198999999988,0.011321198999999888,-1.0061396160665481e-16,-8.887217829724124e-15
