radius,dir_idx,sign,gp,Delta,feasible,improved
0.001,26,1.0,0.9968636654581668,1.0341071052220618,false,false
0.001,26,-1.0,0.9966146833765288,0.9682673953051835,true,false
0.001,27,1.0,0.9968245036700258,1.0226710977871698,false,false
0.001,27,-1.0,0.9966538451646698,0.9785082774433281,true,false
0.001,28,1.0,0.9972222193465976,1.1281323233596356,false,false
0.001,28,-1.0,0.996256129488098,0.8988873643170037,true,false
0.001,29,1.0,0.9968703424635053,1.0304623750085964,false,false
0.001,29,-1.0,0.9966080063711904,0.9739699124615712,true,false
0.001,30,1.0,0.9965404802071663,0.9552779091899278,true,false
0.001,30,-1.0,0.9969378686275293,1.0494632357118758,false,false
0.001,31,1.0,0.996934077072428,1.045418035996443,false,false
0.001,31,-1.0,0.9965442717622677,0.9585284744206741,true,false
0.001,32,1.0,0.9969223979135637,1.0453825000939196,false,false
0.001,32,-1.0,0.9965559509211319,0.9586567350942854,true,false
0.001,33,1.0,0.996838107985841,1.0250650810491546,false,false
0.001,33,-1.0,0.9966402408488546,0.9763230883960429,true,false
0.001,34,1.0,0.9970181605893929,1.06833165472663,false,false
0.001,34,-1.0,0.9964601882453028,0.9402936678047258,true,false
0.001,35,1.0,0.9967252480306747,0.9954529305312086,true,false
0.001,35,-1.0,0.9967531008040209,1.0046287337664532,false,false
0.001,36,1.0,0.9972215622136444,1.1272899499976894,false,false
0.001,36,-1.0,0.9962567866210512,0.8994484608385139,true,false
0.005,1,1.0,1.0017391744173478,NaN,false,false
0.005,1,-1.0,0.9917391744173478,0.4562940153984549,true,false
0.005,2,1.0,0.9967391744173478,1.0002428069541773,false,false
0.005,2,-1.0,0.9967391744173478,1.002276880374456,false,false
0.005,3,1.0,0.9967391744173478,1.0000709328566215,false,false
0.005,3,-1.0,0.9967391744173478,0.9998822539406,true,false
0.005,4,1.0,0.9967391744173478,1.0000111365194457,false,false
0.005,4,-1.0,0.9967391744173478,1.0025530071822364,false,false
0.005,5,1.0,0.9967391744173478,1.0018670198327047,false,false
0.005,5,-1.0,0.9967391744173478,1.0002186925830958,false,false
0.005,6,1.0,0.9967391744173478,1.0049851693442766,false,false
0.005,6,-1.0,0.9967391744173478,0.9956564476837733,true,false
0.005,7,1.0,0.9967391744173478,0.9907123457371624,true,false
0.005,7,-1.0,0.9967391744173478,1.0249817293349337,false,false
