target,scramble,W,direction,cross_target,t,pred_B,pred_C,secant_block_fixed_dual,secant_reopt,one_sided,lfd_ok_p,lfd_ok_m
0.1,tuning,320000,dense_random_3,c25,2.4240717769439396e-5,-0.07462862564798768,-0.11450873027441666,-0.1942150922932082,-0.1940680400773633,-0.33653133270767893,true,true
0.1,tuning,320000,dense_random_3,c100,8.988686775321706e-5,-0.07462862564798768,-0.11450873027441666,-0.12658684888730326,-0.12650720126896117,-0.18756243544422443,true,true
0.1,tuning,320000,dense_random_3,c400,0.00035938242376984544,-0.07462862564798768,-0.11450873027441666,-0.13000167174599128,-0.13020929223814073,-0.1253038269661114,true,true
0.1,tuning,1280000,sparse_random_1,c25,6.017469634450368e-6,-0.9382238465474111,-1.146341947877643,-1.1888148486913657,-1.188841560599561,-1.3635825139565436,true,true
0.1,tuning,1280000,sparse_random_1,c100,2.3699136961518883e-5,-0.9382238465474111,-1.146341947877643,-1.150264721749505,-1.1502766975573664,-1.248775467419185,true,true
0.1,tuning,1280000,sparse_random_1,c400,9.125112132571175e-5,-0.9382238465474111,-1.146341947877643,-1.3101866827101722,-1.3101728152913892,-1.3366664077176629,true,true
0.1,tuning,1280000,origin_block,c25,8.318903943783337e-6,-0.12428283445159005,-0.09518672299762375,-0.15365016639022844,-0.15365128697322636,-0.2341277553035659,true,true
0.1,tuning,1280000,origin_block,c100,3.351179397696243e-5,-0.12428283445159005,-0.09518672299762375,-0.12431952455544876,-0.12419262675453238,-0.14561576607539503,true,true
0.1,tuning,1280000,origin_block,c400,0.00013601920326750615,-0.12428283445159005,-0.09518672299762375,-0.1189871891379319,-0.11887110045062767,-0.1340227124072867,true,true
0.1,tuning,1280000,sparse_random_2,c25,3.92543949580412e-5,0.08605622770438195,0.13024522948807565,0.13769384527886036,0.13769828368953943,0.12508245399383047,true,true
0.1,tuning,1280000,sparse_random_2,c100,0.00016922272670736048,0.08605622770438195,0.13024522948807565,0.14929800998543347,0.14930557152789778,0.1281167692665491,true,true
0.1,tuning,1280000,sparse_random_2,c400,0.0006370175880397715,0.08605622770438195,0.13024522948807565,0.16598783750892937,0.16595647856717594,0.1621246775466821,true,true
0.1,tuning,1280000,dest_block,c25,9.967119480438487e-6,-0.03641385570247049,0.012862127379745496,-0.06261278634920009,-0.06259805969008177,-0.0539483478446174,true,true
0.1,tuning,1280000,dest_block,c100,3.506094085176887e-5,-0.03641385570247049,0.012862127379745496,-0.008439678514563937,-0.008406127887695576,-0.003408112316110521,true,true
0.1,tuning,1280000,dest_block,c400,0.00014230695150922585,-0.03641385570247049,0.012862127379745496,-0.014014572310507257,-0.013930628502944287,-0.02180621058042172,true,true
0.1,tuning,1280000,mixed_block_random,c25,6.017469634450368e-6,-0.16516221750880927,-0.2184482546599389,-0.2950300601165907,-0.2950048198609511,-0.3153365820413957,true,true
0.1,tuning,1280000,mixed_block_random,c100,2.5553026497675633e-5,-0.16516221750880927,-0.2184482546599389,-0.2573695018392132,-0.2573714892897373,-0.3374341459832261,true,true
0.1,tuning,1280000,mixed_block_random,c400,9.765107822289607e-5,-0.16516221750880927,-0.2184482546599389,-0.2595236641856258,-0.25941402194965446,-0.3064886854714306,true,true
0.1,tuning,1280000,dense_random_1,c25,6.439508791132452e-6,0.08466325090921392,0.009201246751255065,0.02848135800172941,0.028435357812021646,0.003663412921245306,true,true
0.1,tuning,1280000,dense_random_1,c100,2.352131236327174e-5,0.08466325090921392,0.009201246751255065,0.019436405216392453,0.01943318209975894,-0.021067280324142998,true,true
